"Author - Rishav Goyal (Climate Change Research Centre, University of New South Wales, Sydney, Australia)",,,,
"Contact - rishav.goyal@unsw.edu.au, rishav.goyal@outlook.com",,,,
,,,,
Date,PC1 (normalized),PC2 (normalized),ZW3 index (magnitude) - normalized,ZW3 index (phase) - degrees
1/1/2019,-0.791668,-0.250792,0.830442,-162.422346
1/2/2019,-0.13545,0.716149,0.728846,100.710171
1/3/2019,1.455964,1.687313,2.228645,49.20945
1/4/2019,0.334825,0.216839,0.398907,32.927845
1/5/2019,-0.265893,0.651322,0.703505,112.207009
1/6/2019,0.069856,-0.143135,0.159272,-63.98576
1/7/2019,1.685987,-0.125418,1.690646,-4.254305
1/8/2019,-1.623425,-1.121734,1.973271,-145.356781
1/9/2019,-2.0462,0.146977,2.051472,175.891551
1/10/2019,0.356829,-1.21071,1.262198,-73.578311
1/11/2019,0.967593,-0.565146,1.120547,-30.288096
1/12/2019,1.11367,-0.447072,1.200056,-21.872516
1/1/2020,-0.007341,0.555071,0.555119,90.757691
1/2/2020,-0.082713,0.229046,0.243523,109.855572
1/3/2020,0.777745,-0.652417,1.015153,-39.991826
1/4/2020,0.385314,-0.657334,0.761942,-59.622135
1/5/2020,1.020644,1.327129,1.674212,52.437505
1/6/2020,0.355004,0.582354,0.68203,58.633426
1/7/2020,-1.058953,0.571486,1.203319,151.645541
1/8/2020,-1.422194,-1.885436,2.361674,-127.027446
1/9/2020,-1.109148,-0.354255,1.164348,-162.286857
1/10/2020,0.140033,0.982161,0.992093,81.885655
1/11/2020,0.988195,0.003716,0.988202,0.215462
1/12/2020,0.245002,-0.59919,0.647344,-67.760936
